height,reach,sig_strikes_landed_pm,sig_strikes_accuracy,sig_strikes_absorbed_pm,sig_strikes_defended,takedown_avg_per15m,takedown_accuracy,takedown_defence,submission_avg_attempted_per15m,curr_weight,age,fighter_name
175.26,182.8093996188056,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5,70.30676,43.931553730321696,Bernardo Magalhaes
182.88,185.42,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,77.11064,41.09240246406571,Jake Hecht
172.72,182.8093996188056,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,65.77083999999999,36.54209445585216,Pat Schilling
175.26,182.8093996188056,1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0,70.30676,43.1129363449692,Chris Tickle
172.72,182.8093996188056,1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,70.30676,39.00889801505818,Chris Saunders
185.42,182.8093996188056,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,83.91452,44.219028062970565,Jason Miller
177.8,182.8093996188056,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0,77.11064,36.309377138945926,Jorge Lopez
190.5,203.2,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,83.91452,49.779603011635864,Jason MacDonald
172.72,172.72,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,70.30676,52.544832306639286,Kamal Shalorus
167.64,175.26,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,61.23492,47.52908966461328,Jeff Curran
172.72,182.8093996188056,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0,61.23492,41.07597535934291,Alex Soto
170.18,182.8093996188056,6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0,61.23492,41.42368240930869,Nick Denis
187.96,185.42,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,83.91452,42.365503080082135,Mike Massenzio
170.18,183.39314989138305,3.13,0.3,5.77,0.42,0.0,0.0,0.62,1.0,65.77083999999999,45.97672826830938,Eddie Yagin
172.72,182.8093996188056,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9,65.77083999999999,40.63518138261465,Eric Wisely
193.04,195.58,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,92.98636,41.79603011635866,Aaron Rosa
175.26,182.88,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,65.77083999999999,44.3586584531143,Mackens Semerzier
187.96,190.5,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,83.91452,38.26420260095825,Steve Cantwell
182.88,182.88,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,77.11064,42.026009582477755,Chris Cope
198.12,182.8093996188056,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0.0,114.758776,49.25941136208077,Jon Olav Einemo
198.12,205.74,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,117.93392,38.51334702258727,Christian Morecraft
185.42,185.42,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,83.91452,53.040383299110196,Jorge Rivera
190.5,193.04,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,83.91452,47.4798083504449,Eric Schafer
177.8,187.96,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,77.11064,44.60506502395619,Daniel Roberts
170.18,182.8093996188056,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,61.23492,38.841889117043124,Joseph Sandoval
175.26,182.88,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,65.77083999999999,43.72073921971253,Junior Assuncao
180.34,190.5,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,77.11064,44.747433264887064,Claude Patrick
185.42,195.58,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,92.98636,47.61396303901437,Krzysztof Soszynski
175.26,182.88,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,70.30676,49.281314168377826,Dennis Hallman
177.8,182.88,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,77.11064,47.742642026009584,Rich Attonito
175.26,182.8093996188056,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0,65.77083999999999,42.32991101984942,Stephen Bass
175.26,182.8093996188056,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7,65.77083999999999,38.502395619438744,Dustin Neace
180.34,180.34,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,92.98636,49.686516084873375,Jason Brilz
175.26,193.04,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,61.23492,44.15058179329227,Miguel Torres
170.18,172.72,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,61.23492,37.908281998631075,Nick Pace
175.26,190.5,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,70.30676,42.47501711156742,Shamar Bailey
185.42,187.96,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,77.11064,44.46543463381246,Clay Harvison
170.18,182.88,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,61.23492,43.53730321697468,Cole Escovedo
175.26,182.8093996188056,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0,77.11064,41.752224503764545,Paul Bradley
178.40503532071205,177.8,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0,70.30676,40.662559890485966,Edward Faaloloto
187.96,187.96,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,120.20188,42.03148528405202,Rob Broughton
167.64,172.72,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,65.77083999999999,40.89801505817933,Tyson Griffin
187.96,195.58,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,92.98636,44.68446269678302,Eliot Marshall
182.88,182.88,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5,70.30676,38.93223819301848,Danny Downes
177.8,187.96,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,65.77083999999999,48.799452429842574,Kenny Florian
175.26,185.42,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,77.11064,51.41683778234086,Matt Hughes
182.88,193.04,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,92.98636,46.913073237508556,Ricardo Romero
175.26,182.8093996188056,1.81,0.37,3.85,0.46,0.0,0.0,0.57,1.7,61.23492,45.190965092402465,Donny Walker
172.72,182.8093996188056,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6,65.77083999999999,45.63997262149213,Mike Lullo
172.72,182.8093996188056,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3,65.77083999999999,41.516769336071185,Ian Loveland
180.34,172.72,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,77.11064,50.57084188911704,Chris Lytle
187.96,182.8093996188056,3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0,70.30676,38.19849418206708,TJ O'Brien
167.64,182.8093996188056,0.51,0.4,4.07,0.43,1.91,0.12,0.5,0.0,61.23492,55.36755646817249,Jason Reinhardt
180.34,185.42,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,70.30676,43.3429158110883,Andre Winner
170.18,175.26,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5,65.77083999999999,47.66050650239562,Javier Vazquez
170.18,177.8,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,65.77083999999999,42.7460643394935,Joe Stevenson
187.96,203.2,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,120.20188,50.19028062970568,Shane Carwin
182.88,182.8093996188056,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0,83.91452,44.54209445585216,Jesse Bongfeldt
190.5,190.5,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,83.91452,47.67967145790554,Tim Credeur
187.96,182.8093996188056,3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0,77.11064,39.474332648870636,Chuck O'Neil
180.34,182.8093996188056,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0,77.11064,38.46132785763176,Ryan McGillivray
198.12,200.66,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,83.91452,42.33538672142368,Kendall Grove
185.42,190.5,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,92.98636,61.72758384668035,Randy Couture
160.02,162.56,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5,61.23492,50.36824093086927,Charlie Valencia
185.42,193.04,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,83.91452,47.4798083504449,Ryan Jensen
182.88,182.8093996188056,3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0,70.30676,45.596167008898014,Kyle Watson
182.88,182.88,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,108.86208,45.08418891170431,Jon Madsen
182.88,193.04,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,77.11064,43.46885694729637,Kris McCray
200.66,205.74,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,120.20188,48.6570841889117,Sean McCorkle
190.5,187.96,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,83.91452,45.672826830937716,Mario Miranda
170.18,182.8093996188056,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3,65.77083999999999,44.3668720054757,Waylon Lowe
182.88,187.96,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,77.11064,48.28747433264887,Ricardo Almeida
172.72,177.8,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,70.30676,45.85352498288843,Kurt Pellegrino
177.8,185.42,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,83.91452,44.11772758384668,Rob Kimmons
180.34,182.8093996188056,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0,92.98636,48.24914442162902,Todd Brown
187.96,193.04,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,117.026736,49.51403148528405,Chris Tuchscherer
165.1,160.02,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,61.23492,45.47296372347707,Antonio Banuelos
175.26,177.8,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,70.30676,40.50102669404517,Paul Kelly
182.88,182.88,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,70.30676,45.24572210814511,Paul Taylor
177.8,182.8093996188056,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,70.30676,47.540041067761805,Gabe Ruediger
193.04,193.04,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,117.93392,41.84804928131417,Tim Hague
182.88,187.96,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,77.11064,50.48870636550308,Mike Guymon
172.72,182.8093996188056,1.53,0.37,0.93,0.62,0.5,1.0,0.73,0.0,70.30676,37.6290212183436,Willamy Freire
182.88,182.8093996188056,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,77.11064,36.596851471594796,Amilcar Alves
177.8,177.8,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,77.11064,51.553730321697465,Marcus Davis
175.26,182.88,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,77.11064,48.90896646132786,Phil Baroni
180.34,185.42,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,77.11064,38.77891854893908,Greg Soto
172.72,182.8093996188056,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0,70.30676,55.006160164271044,Antonio McKee
182.88,190.5,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,83.91452,47.42778918548939,Joe Doerksen
185.42,193.04,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,77.11064,38.874743326488705,Dustin Hazelett
182.88,182.8093996188056,1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0,70.30676,38.91033538672142,Pat Audinwood
177.8,182.8093996188056,0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0,70.30676,38.116358658453116,Aaron Wilkinson
172.72,177.8,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4,65.77083999999999,41.95482546201232,Tyler Toner
180.34,182.8093996188056,2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0,70.30676,41.007529089664615,Sako Chivitchian
167.64,167.64,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,65.77083999999999,45.83709787816564,Fredson Paixao
180.34,183.39314989138305,1.67,0.55,0.53,0.86,1.0,1.0,0.71,3.0,83.91452,44.016427104722794,Maiquel Falcao
180.34,195.58,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,83.91452,45.31690622861054,Gerald Harris
175.26,180.34,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,77.11064,40.94455852156057,Brian Foster
177.8,182.88,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,77.11064,42.54346338124572,Karo Parisyan
190.5,205.74,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,92.98636,40.982888432580424,Goran Reljic
187.96,193.04,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,77.11064,40.20260095824778,Nick Osipczak
170.18,182.8093996188056,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,92.98636,45.88637919233402,Alexandre Ferreira
182.88,193.04,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,92.98636,45.27857631759069,Seth Petruzelli
187.96,195.58,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0,102.0582,48.70362765229295,Gilbert Yvel
185.42,190.5,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,77.11064,46.861054072553046,James Wilks
200.66,182.8093996188056,3.67,0.51,4.1,0.41,5.07,0.7,1.0,0.7,99.79024,41.541409993155376,Vinicius Queiroz
182.88,182.8093996188056,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,70.30676,39.58110882956879,Mark Holst
193.04,195.58,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,104.32616,44.38603696098563,James McSweeney
167.64,172.72,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,77.11064,50.78165639972622,Matt Serra
167.64,170.18,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,70.30676,51.605749486652975,Sean Sherk
180.34,182.8093996188056,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0,70.30676,40.62149212867899,Steve Lopez
182.88,182.8093996188056,0.97,0.27,1.87,0.48,0.0,0.0,0.37,0.5,77.11064,49.275838466803556,Julio Paulino
175.26,175.26,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,70.30676,46.18754277891855,John Gunderson
185.42,193.04,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,92.98636,43.14031485284052,Tomasz Drwal
175.26,180.34,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,77.11064,49.4757015742642,Forrest Petz
175.26,182.8093996188056,0.0,0.0,2.41,0.27,0.0,0.0,0.0,0.0,99.79024,56.55304585900068,James Toney
185.42,187.96,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,83.91452,39.98083504449008,John Salter
175.26,182.88,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0,92.98636,43.31006160164271,Rodney Wallace
187.96,190.5,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,92.98636,46.502395619438744,James Irvin
190.5,190.5,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,83.91452,43.85763175906913,Steve Steinbeiss
187.96,193.04,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,83.91452,49.36892539356605,Keith Jardine
185.42,182.8093996188056,3.08,0.39,2.55,0.63,0.0,0.0,0.66,0.0,83.91452,41.28952772073922,Jamie Yager
177.8,182.8093996188056,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,83.91452,44.889801505817935,Josh Bryant
190.5,182.8093996188056,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,83.91452,41.28952772073922,James Hammortree
187.96,193.04,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,92.98636,55.238877481177276,Chuck Liddell
182.88,193.04,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,83.91452,45.24024640657084,David Loiseau
175.26,182.88,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,77.11064,43.011635865845314,Jesse Lennox
177.8,182.8093996188056,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7,70.30676,36.955509924709105,Dan Lauzon
172.72,182.8093996188056,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0,70.30676,41.55783709787816,Joe Brammer
187.96,190.5,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,83.91452,40.38603696098563,Jesse Forbes
175.26,193.04,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,77.11064,42.05886379192334,Paul Daley
187.96,195.58,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,106.59412,51.09377138945928,Kevin Ferguson
182.88,185.42,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,77.11064,45.67008898015058,Jonathan Goulet
180.34,177.8,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8,77.11064,50.84462696783025,Yoshiyuki Yoshida
177.8,182.8093996188056,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8,83.91452,58.00958247775496,Renzo Gracie
177.8,185.42,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,77.11064,47.80287474332649,Brad Blackburn
180.34,182.8093996188056,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5,70.30676,43.7864476386037,Matt Veach
187.96,195.58,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,111.13004,51.66598220396988,Mostapha Al-Turk
182.88,182.88,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,83.91452,52.988364134154686,Nate Quarry
170.18,182.8093996188056,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5,70.30676,49.58521560574949,Ronys Torres
175.26,177.8,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,70.30676,43.62217659137577,Rob Emerson
170.18,177.8,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,70.30676,49.8507871321013,Caol Uno
187.96,182.8093996188056,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9,83.91452,51.26351813826147,Lucio Linhares
182.88,180.34,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,77.11064,42.97056810403833,Rory Markham
187.96,195.58,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,111.13004,51.15674195756331,Paul Buentello
177.8,180.34,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,70.30676,43.20328542094456,Shannon Gugerty
185.42,190.5,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,92.98636,60.2299794661191,Mark Coleman
175.26,180.34,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,77.11064,52.851471594798085,Frank Trigg
182.88,185.42,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,70.30676,41.5605749486653,Justin Buchholz
193.04,182.8093996188056,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,109.769264,46.666666666666664,Rolles Gracie
175.26,180.34,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,70.30676,42.56810403832991,Kyle Bradley
185.42,193.04,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,83.91452,46.444900752908964,Wilson Gouveia
175.26,177.8,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,70.30676,40.28747433264887,Shane Nelson
177.8,187.96,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,77.11064,45.02943189596167,Kevin Burns
182.88,182.88,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0,92.98636,52.97741273100616,Houston Alexander
198.12,182.8093996188056,1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,120.20188,51.578370978781656,Marcus Jones
187.96,182.8093996188056,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1,99.79024,39.65503080082136,Darrill Schoonover
187.96,182.8093996188056,3.43,0.35,2.07,0.64,0.0,0.0,1.0,0.0,120.20188,37.880903490759756,Justin Wren
185.42,182.8093996188056,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,83.91452,43.09103353867214,Jake Rosholt
180.34,180.34,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,77.11064,47.5564681724846,Brock Larson
177.8,180.34,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4,70.30676,44.75290896646133,Jason Dent
180.34,195.58,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,83.91452,47.488021902806295,Denis Kang
190.5,195.58,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,70.30676,43.30732375085558,Rolando Delgado
193.04,198.12,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,111.13004,49.10335386721424,Antoni Hardonk
187.96,182.8093996188056,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0,92.98636,42.83367556468173,Razak Al-Hassan
167.64,180.34,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,70.30676,50.548939082819984,Hermes Franca
182.88,182.88,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,83.91452,46.63107460643395,Drew McFedries
175.26,177.8,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,70.30676,41.817932922655714,Roger Huerta
185.42,190.5,2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6,77.11064,47.76728268309377,Chris Wilson
185.42,185.42,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,102.0582,49.06776180698152,Justin McCully
177.8,187.96,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,70.30676,51.57015742642026,Marcus Aurelio
187.96,182.8093996188056,0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5,77.11064,39.36755646817249,Dan Cramer
185.42,182.8093996188056,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7,83.91452,41.8507871321013,Danillo Villefort
190.5,193.04,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,92.98636,40.46543463381246,Jake O'Brien
182.88,182.8093996188056,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1,106.59412,45.37713894592745,Mike Ciesnolevicz
180.34,182.8093996188056,2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0,77.11064,40.75838466803559,Frank Lester
180.34,182.8093996188056,5.04,0.38,2.94,0.61,0.0,0.0,0.0,0.0,70.30676,37.83983572895277,Cameron Dollar
177.8,175.26,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,70.30676,45.94387405886379,Dale Hartt
182.88,182.8093996188056,1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0,111.13004,45.111567419575636,Denis Stojnic
185.42,182.8093996188056,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0,83.91452,42.69678302532512,Xavier Foupa-Pokam
182.88,182.8093996188056,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,92.98636,47.81930184804928,Andre Gusmao
175.26,182.8093996188056,0.47,0.33,10.91,0.19,0.0,0.0,0.0,0.0,77.11064,49.40451745379877,Brandon Wolff
170.18,182.8093996188056,2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7,70.30676,45.32511978097194,David Kaplan
177.8,180.34,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,70.30676,45.77138945927447,David Bielkheden
175.26,177.8,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3,77.11064,48.42984257357974,Ryo Chonan
182.88,185.42,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,92.98636,44.12867898699521,Carmelo Marrero
175.26,182.8093996188056,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5,70.30676,40.837782340862425,Junie Browning
185.42,182.8093996188056,1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7,83.91452,46.4476386036961,Matt Horwich
187.96,182.8093996188056,3.15,0.58,2.9,0.41,0.63,0.12,0.42,1.3,83.91452,43.86858316221766,Nissen Osterneck
182.88,187.96,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,83.91452,42.64750171115674,Tim McKenzie
180.34,190.5,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,77.11064,42.60643394934976,Pete Sell
182.88,182.88,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,83.91452,43.81930184804928,Jason Day
198.12,182.8093996188056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,120.20188,54.15195071868583,Neil Grove
175.26,182.8093996188056,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0,77.11064,45.11430527036276,Troy Mandaloniz
172.72,177.8,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,77.11064,44.139630390143736,Luigi Fioravanti
175.26,182.88,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,70.30676,48.95277207392197,Rich Clementi
185.42,182.8093996188056,0.32,1.0,3.36,0.12,2.4,0.16,0.0,0.0,83.91452,44.878850102669404,Derek Downey
177.8,182.8093996188056,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4,77.11064,43.35934291581109,Steve Bruno
170.18,172.72,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5,77.11064,50.43394934976044,Akihiro Gono
187.96,195.58,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,106.140528,49.50034223134839,Christian Wellisch
177.8,182.88,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3,77.11064,42.53251197809719,Matt Arroyo
185.42,187.96,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,83.91452,49.5523613963039,Jeremy Horn
175.26,182.8093996188056,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0,77.11064,48.31485284052019,Alexandre Barros
190.5,195.58,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0,92.98636,43.90143737166324,Antonio Mendes
175.26,182.88,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,70.30676,42.03148528405202,Nate Mohr
185.42,190.5,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,83.91452,49.08145106091718,Dean Lister
182.88,182.8093996188056,1.82,0.56,6.43,0.22,6.29,0.5,0.0,0.0,117.93392,47.279945242984255,Mike Wessel
182.88,182.8093996188056,2.87,0.5,3.5,0.58,0.67,0.2,0.4,0.0,92.98636,51.95345653661875,Reese Andy
190.5,182.8093996188056,0.27,0.1,3.86,0.38,0.0,0.0,0.0,4.0,113.398,50.784394250513344,Dan Evensen
190.5,182.8093996188056,0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0,92.98636,40.62149212867899,Shane Primm
182.88,182.8093996188056,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0,92.98636,47.57563312799452,Jules Bruchez
177.8,182.8093996188056,2.6,0.26,2.83,0.5,0.0,0.0,0.87,0.7,70.30676,43.728952772073924,John Polakowski
187.96,182.8093996188056,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1,83.91452,44.62696783025325,Nate Loughran
185.42,182.8093996188056,1.69,0.45,2.17,0.53,0.9,0.5,0.2,0.9,77.11064,44.68993839835729,Brodie Farber
182.88,182.8093996188056,3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0,77.11064,42.39561943874059,Johnny Rees
193.04,203.2,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,70.30676,46.444900752908964,Corey Hill
187.96,187.96,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,104.32616,42.35728952772074,Eddie Sanchez
187.96,182.8093996188056,0.98,0.2,11.8,0.29,0.0,0.0,0.0,0.0,106.59412,48.54209445585216,Josh Hendricks
170.18,175.26,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,70.30676,48.13141683778234,Jorge Gurgel
